eig1,eig2,eig3,eig4,eig5,eig6,eig7,eig8
1.001802550984285389e+01,5.490036344522128076e+00,4.923843397501694419e+00,4.177711813151566034e+00,3.294717695026272875e+00,2.964888460699274031e+00,2.397133956900078022e+00,2.152697308892944417e+00
9.955815676537980607e+00,5.439603245458089376e+00,4.923852713104242440e+00,4.178292291679452930e+00,3.279453243757944669e+00,2.981258228769755991e+00,2.387357396330550774e+00,2.191028272380145747e+00
9.811011130551634096e+00,5.505845015737008907e+00,4.998793237710966508e+00,4.118135665935729328e+00,3.201078140241589765e+00,2.957483852860906648e+00,2.369448860502047616e+00,2.157295495129261109e+00
9.764408071333186001e+00,5.462064732932891076e+00,4.968721021820849515e+00,4.102982477965954722e+00,3.201042679760337517e+00,2.971303163936338532e+00,2.351204800769338465e+00,2.163148956541256940e+00
9.710474235582875480e+00,5.428953555805686726e+00,4.931678447988075753e+00,4.161180683619479126e+00,3.180199385226478714e+00,2.957181504012217133e+00,2.377010005926702085e+00,2.158516605786110265e+00
9.680612985353345579e+00,5.473330601408453511e+00,4.908121819836006594e+00,4.168164690632082170e+00,3.165058722382943834e+00,2.941396274741274741e+00,2.360092126783701616e+00,2.152368768478498229e+00
9.646692146566707038e+00,5.468876511251661299e+00,4.897622056992201323e+00,4.190052707345223837e+00,3.147484749726364495e+00,2.919688233643446651e+00,2.348843649372113873e+00,2.144632302857496509e+00
9.598344674007034172e+00,5.385835288429385415e+00,5.036408119582683973e+00,4.137523029091035198e+00,3.118853613113181655e+00,2.875582431329440247e+00,2.380031165549693739e+00,2.205180371674164252e+00
9.482363907480856113e+00,5.559435885129848209e+00,5.023789799119103172e+00,4.084363283548103851e+00,3.185689745525954297e+00,2.841515713672147836e+00,2.373129911771952205e+00,2.180806128129442190e+00
9.429132968543331828e+00,5.540363350518182628e+00,5.015045650907865138e+00,4.069964184465041157e+00,3.173026457982191850e+00,2.823101816893823557e+00,2.390770473466754531e+00,2.166890762042328777e+00
9.377019001845457780e+00,5.631391090967300173e+00,5.025602396543412453e+00,4.041353354644074969e+00,3.152517335297613243e+00,2.792885242222459485e+00,2.362063446202101513e+00,2.172966678568533982e+00
